source,desc,alpha,rho,n_params,note
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,all,0.005,0.1614449990420253,489.87,fixed alpha 0.005
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,all,0.005,-0.002611437944527506,489.87,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,all,0.001,0.1625867293235378,142.85,fixed alpha 0.001
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,all,0.001,-0.0014697076630150185,142.85,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.0031622776601683,0.1646166849491764,185.58,max rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.1,0.1547143847962532,2587.87,fixed alpha 0.1
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.1,-0.009902300152923177,2587.87,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.05,0.1594042619490058,1506.74,fixed alpha 0.05
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.05,-0.00521242300017058,1506.74,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.01,0.1618081717615276,438.85,fixed alpha 0.01
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.01,-0.002808513187648798,438.85,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.005,0.1635142589809166,260.44,fixed alpha 0.005
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.005,-0.0011024259682597959,260.44,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.001,0.159532656845102,78.92999999999999,fixed alpha 0.001
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,negative,0.001,-0.0050840281040743784,78.92999999999999,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.1,0.139254488886216,2602.81,max rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.1,0.139254488886216,2602.81,fixed alpha 0.1
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.1,0.0,2602.81,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.05,0.1385450209409788,1482.79,fixed alpha 0.05
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.05,-0.0007094679452371855,1482.79,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.01,0.131021806530052,401.95,fixed alpha 0.01
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.01,-0.008232682356164006,401.95,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.005,0.1275994119745588,229.43,fixed alpha 0.005
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.005,-0.011655076911657208,229.43,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.001,0.1242665465716503,63.92,fixed alpha 0.001
IMAGEN_mats_mid_bsl_neo_c_openness_average_fu2,positive,0.001,-0.014987942314565697,63.92,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.0050118723362727,0.127071683022868,290.82,max rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.1,0.1157830188125045,4224.63,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.1,-0.011288664210363508,4224.63,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.05,0.1186516456136304,2243.25,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.05,-0.008420037409237607,2243.25,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.01,0.1246471395899967,530.8,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.01,-0.0024245434328713095,530.8,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.005,0.1270182397767065,290.18,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.005,-5.344324616149421e-05,290.18,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.001,0.120800557753645,72.58,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,all,0.001,-0.006271125269223007,72.58,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.0025118864315095,0.1326865335251203,94.52,max rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.1,0.1071678579829285,2064.68,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.1,-0.02551867554219181,2064.68,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.05,0.1128394763733847,1109.71,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.05,-0.019847057151735598,1109.71,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.01,0.1263302583573661,283.36,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.01,-0.006356275167754194,283.36,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.005,0.1325692123848632,162.52,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.005,-0.00011732114025711504,162.52,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.001,0.1288598047860654,46.08,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,negative,0.001,-0.003826728739054902,46.08,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.1,0.1230223715053705,2159.95,max rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.1,0.1230223715053705,2159.95,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.1,0.0,2159.95,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.05,0.1206242581790537,1133.54,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.05,-0.0023981133263168003,1133.54,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.01,0.1084299505021895,247.44,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.01,-0.014592421003181005,247.44,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.005,0.0943079093016459,127.66,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.005,-0.028714462203724603,127.66,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.001,0.057406140916414,26.5,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_anxiety_sensitivity_average_fu2,positive,0.001,-0.06561623058895649,26.5,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.0158489319246111,0.0525015450466375,382.57,max rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.1,0.0394020912326482,2728.59,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.1,-0.013099453813989304,2728.59,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.05,0.0466277977723693,1287.0700000000002,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.05,-0.005873747274268204,1287.0700000000002,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.01,0.0499471546920485,237.09,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.01,-0.0025543903545890007,237.09,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.005,0.0461109457137391,117.6,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.005,-0.0063905993328984,117.6,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.001,0.0207679994020771,21.95,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,all,0.001,-0.03173354564456041,21.95,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.0316227766016837,0.0466246272781719,431.43,max rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.1,0.0379007605669322,1455.78,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.1,-0.008723866711239696,1455.78,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.05,0.0448229776096035,698.5699999999999,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.05,-0.0018016496685683975,698.5699999999999,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.01,0.033737049788772,130.61,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.01,-0.0128875774893999,130.61,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.005,0.0230994848396706,64.01,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.005,-0.023525142438501297,64.01,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.001,0.0050181401178006,11.31,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,negative,0.001,-0.0416064871603713,11.31,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.0079432823472428,0.0542710956623517,85.47,max rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.1,0.0312048420398382,1272.81,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.1,-0.0230662536225135,1272.81,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.05,0.0357694530659812,588.5,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.05,-0.0185016425963705,588.5,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.01,0.0536783063482921,106.48,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.01,-0.0005927893140596011,106.48,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.005,0.0530530354478069,53.59,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.005,-0.0012180602145447986,53.59,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.001,0.0180840326741765,10.64,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_hopelessness_average_fu2,positive,0.001,-0.0361870629881752,10.64,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.0025118864315095,0.0359542782118781,124.34,max rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.1,0.0215601500077699,4195.0,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.1,-0.014394128204108198,4195.0,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.05,0.0189517879780075,2176.5,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.05,-0.0170024902338706,2176.5,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.01,0.019982932708982,463.0100000000001,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.01,-0.015971345502896098,463.0100000000001,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.005,0.0264970289356599,237.54,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.005,-0.009457249276218199,237.54,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.001,0.0270381411124763,52.45,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,all,0.001,-0.008916137099401797,52.45,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.5011872336272722,0.0116035433982252,8795.289999999999,max rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.1,0.0010123798485134,1841.32,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.1,-0.010591163549711801,1841.32,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.05,-0.0009114470122633,923.32,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.05,-0.012514990410488501,923.32,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.01,0.0049197162270087,187.03,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.01,-0.0066838271712165,187.03,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.005,0.0055729929860083,93.16,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.005,-0.0060305504122169,93.16,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.001,0.0066720464243065,19.09,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,negative,0.001,-0.0049314969739187005,19.09,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.0025118864315095,0.0410483877730096,77.59,max rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.1,0.0273216853380715,2353.68,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.1,-0.0137267024349381,2353.68,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.05,0.0240435898452713,1253.1799999999998,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.05,-0.017004797927738298,1253.1799999999998,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.01,0.0232426199519063,275.98,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.01,-0.0178057678211033,275.98,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.005,0.0324051339592282,144.38,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.005,-0.0086432538137814,144.38,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.001,0.0303128929325135,33.36,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_impulsivity_average_fu2,positive,0.001,-0.010735494840496098,33.36,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.1995262314968879,0.1223517854831334,7057.76,max rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.1,0.1200821405032382,3495.49,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.1,-0.002269644979895194,3495.49,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.05,0.1191053147527401,1724.14,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.05,-0.0032464707303933027,1724.14,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.01,0.1126810098158932,335.14,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.01,-0.0096707756672402,335.14,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.005,0.1015334810913636,167.29000000000002,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.005,-0.020818304391769793,167.29000000000002,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.001,0.0802099657559127,31.75,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,all,0.001,-0.0421418197272207,31.75,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.0158489319246111,0.1319084877546609,256.06,max rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.1,0.1209644376238302,1639.87,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.1,-0.010944050130830704,1639.87,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.05,0.1237560409804841,808.33,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.05,-0.008152446774176814,808.33,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.01,0.1285169456506731,161.34,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.01,-0.0033915421039878157,161.34,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.005,0.1200943057374031,84.1,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.005,-0.011814182017257813,84.1,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.001,0.1044879498790513,18.52,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,negative,0.001,-0.027420537875609607,18.52,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.3981071705534972,0.1171406853625226,7393.2,max rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.1,0.1126418194946669,1855.62,fixed alpha 0.1
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.1,-0.004498865867855709,1855.62,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.05,0.1062987168283499,915.81,fixed alpha 0.05
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.05,-0.0108419685341727,915.81,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.01,0.079951912352896,173.8,fixed alpha 0.01
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.01,-0.0371887730096266,173.8,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.005,0.0602967554595444,83.19,fixed alpha 0.005
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.005,-0.0568439299029782,83.19,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.001,0.002726661890591,13.23,fixed alpha 0.001
IMAGEN_mats_mid_bsl_surps_c_sensation_seeking_average_fu2,positive,0.001,-0.11441402347193161,13.23,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.0003162277660168,0.0753298262020203,7.390000000000001,max rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.1,0.034835970822103,3218.49,fixed alpha 0.1
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.1,-0.04049385537991731,3218.49,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.05,0.0394394068518112,1521.76,fixed alpha 0.05
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.05,-0.035890419350209105,1521.76,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.01,0.0621071548030147,268.8,fixed alpha 0.01
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.01,-0.013222671399005605,268.8,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.005,0.0601354543533536,128.95,fixed alpha 0.005
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.005,-0.015194371848666705,128.95,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.001,0.0585755362199231,22.87,fixed alpha 0.001
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,all,0.001,-0.016754289982097208,22.87,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.0003162277660168,0.0934086891857017,4.0,max rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.1,0.031867177233837,1581.56,fixed alpha 0.1
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.1,-0.06154151195186469,1581.56,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.05,0.0377756392008466,742.8199999999999,fixed alpha 0.05
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.05,-0.05563304998485509,742.8199999999999,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.01,0.0633476122972213,128.75,fixed alpha 0.01
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.01,-0.030061076888480392,128.75,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.005,0.0692178842158515,61.84,fixed alpha 0.005
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.005,-0.024190804969850196,61.84,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.001,0.0714470445432695,11.34,fixed alpha 0.001
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,negative,0.001,-0.021961644642432193,11.34,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.0158489319246111,0.0466395625385798,228.21,max rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.1,0.0349374903356023,1636.9299999999998,fixed alpha 0.1
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.1,-0.011702072202977504,1636.9299999999998,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.05,0.0365319054466994,778.9399999999999,fixed alpha 0.05
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.05,-0.010107657091880398,778.9399999999999,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.01,0.0455023064370651,140.05,fixed alpha 0.01
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.01,-0.0011372561015147026,140.05,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.005,0.0355490370097715,67.11,fixed alpha 0.005
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.005,-0.0110905255288083,67.11,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.001,0.0252750676471027,11.53,fixed alpha 0.001
IMAGEN_mats_mid_fu2_csi_c_sum_fu2,positive,0.001,-0.0213644948914771,11.53,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.0031622776601683,0.1010575329232407,86.47,max rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.1,0.066712876738667,6285.14,fixed alpha 0.1
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.1,-0.03434465618457369,6285.14,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.05,0.0766431005976763,2930.38,fixed alpha 0.05
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.05,-0.024414432325564395,2930.38,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.01,0.0959123780909414,393.22,fixed alpha 0.01
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.01,-0.005145154832299298,393.22,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.005,0.0994265859889385,157.25,fixed alpha 0.005
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.005,-0.0016309469343021993,157.25,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.001,0.0709789408112564,19.09,fixed alpha 0.001
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,all,0.001,-0.030078592111984298,19.09,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.01,0.0941109824715622,188.35,max rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.1,0.0639627402123201,2961.29,fixed alpha 0.1
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.1,-0.030148242259242106,2961.29,max rho - alpha = 0.1 rho
