source,desc,alpha,rho,n_params,note
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.05,0.0778175504501078,1385.25,fixed alpha 0.05
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.05,-0.016293432021454404,1385.25,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.01,0.0941109824715622,188.35,fixed alpha 0.01
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.01,0.0,188.35,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.005,0.0907001249326892,75.21000000000001,fixed alpha 0.005
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.005,-0.003410857538873005,75.21000000000001,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.001,0.0547186320982197,9.39,fixed alpha 0.001
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,negative,0.001,-0.0393923503733425,9.39,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.0063095734448019,0.0956452123074456,111.28,max rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.1,0.0668314176590348,3323.85,fixed alpha 0.1
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.1,-0.0288137946484108,3323.85,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.05,0.0746170440643978,1545.13,fixed alpha 0.05
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.05,-0.021028168243047804,1545.13,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.01,0.0928036604495392,204.87,fixed alpha 0.01
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.01,-0.0028415518579064103,204.87,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.005,0.0938048536460866,82.03999999999999,fixed alpha 0.005
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.005,-0.0018403586613590095,82.03999999999999,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.001,0.0598130968217662,9.7,fixed alpha 0.001
IMAGEN_mats_mid_fu2_kirby_c_estimated_k_all_trials_fu2,positive,0.001,-0.035832115485679404,9.7,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.6309573444801932,0.0939092133086679,19132.45,max rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.1,0.0884094121066903,1411.64,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.1,-0.0054998012019776,1411.64,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.05,0.0776686481518882,563.92,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.05,-0.0162405651567797,563.92,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.01,0.0639268492559591,81.9,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.01,-0.029982364052708807,81.9,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.005,0.0547274325629172,38.22,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.005,-0.039181780745750704,38.22,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.001,0.0031468835446347,6.98,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,all,0.001,-0.0907623297640332,6.98,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,1.0,0.1030092302255134,18808.02,max rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.1,0.0908481269463525,798.85,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.1,-0.01216110327916091,798.85,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.05,0.0746880750261045,320.11,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.05,-0.028321155199408907,320.11,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.01,0.0501677064657125,45.16,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.01,-0.052841523759800904,45.16,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.005,0.0347474433600873,20.36,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.005,-0.06826178686542611,20.36,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.001,-0.0084737123831905,3.45,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,negative,0.001,-0.11148294260870391,3.45,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.2511886431509579,0.0690398768565288,2269.46,max rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.1,0.0647464476931132,612.79,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.1,-0.004293429163415602,612.79,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.05,0.0609269988607706,243.81,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.05,-0.00811287799575821,243.81,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.01,0.0512760596848082,36.74,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.01,-0.017763817171720604,36.74,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.005,0.0457808678829933,17.86,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.005,-0.023259008973535507,17.86,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.001,-0.0119240798748041,3.53,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_agreeableness_average_fu2,positive,0.001,-0.0809639567313329,3.53,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.1995262314968879,0.078266351406779,5129.83,max rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.1,0.0777736990789079,2220.52,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.1,-0.0004926523278711015,2220.52,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.05,0.0764354256848896,978.34,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.05,-0.0018309257218893926,978.34,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.01,0.0679989532186853,161.95999999999998,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.01,-0.01026739818809369,161.95999999999998,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.005,0.0598595810435072,76.47,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.005,-0.018406770363271797,76.47,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.001,0.0238318721220098,13.96,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,all,0.001,-0.0544344792847692,13.96,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.0251188643150957,0.0915236762648296,236.74,max rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.1,0.0861675041922034,1106.97,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.1,-0.005356172072626203,1106.97,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.05,0.0897350548045682,499.82,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.05,-0.0017886214602614026,499.82,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.01,0.0842716171489915,90.69,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.01,-0.007252059115838094,90.69,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.005,0.0732952991696811,44.44,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.005,-0.018228377095148504,44.44,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.001,0.0256197105497007,8.84,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,negative,0.001,-0.06590396571512891,8.84,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.3981071705534972,0.0651523394758798,6085.83,max rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.1,0.0615972885743563,1113.55,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.1,-0.003555050901523499,1113.55,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.05,0.0529766508553152,478.52,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.05,-0.012175688620564597,478.52,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.01,0.0269164059519389,71.27000000000001,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.01,-0.0382359335239409,71.27000000000001,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.005,0.0168943797350461,32.03,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.005,-0.048257959740833696,32.03,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.001,-0.0048996449393518,5.12,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_conscientiousness_average_fu2,positive,0.001,-0.0700519844152316,5.12,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.0039810717055349,0.0642501873032612,32.27,max rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.1,0.0521141626230862,1924.23,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.1,-0.012136024680174995,1924.23,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.05,0.0562250999288347,774.3399999999999,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.05,-0.008025087374426497,774.3399999999999,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.01,0.0521961975143997,98.33,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.01,-0.012053989788861491,98.33,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.005,0.0611035386143576,42.39,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.005,-0.0031466486889035958,42.39,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.001,0.0372510859464243,6.890000000000001,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,all,0.001,-0.02699910135683689,6.890000000000001,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.0501187233627272,0.0516289373046178,393.08,max rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.1,0.0492348267264508,970.5,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.1,-0.0023941105781670052,970.5,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.05,0.0514530269331898,391.81,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.05,-0.0001759103714280008,391.81,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.01,0.0412929549323843,49.68,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.01,-0.010335982372233501,49.68,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.005,0.0455569478624282,22.19,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.005,-0.006071989442189604,22.19,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.001,0.0062888475648182,3.67,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,negative,0.001,-0.045340089739799604,3.67,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.0039810717055349,0.0682603654863243,15.19,max rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.1,0.050375074773789,953.73,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.1,-0.017885290712535307,953.73,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.05,0.0608278663178393,382.53,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.05,-0.007432499168485006,382.53,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.01,0.0599860498612837,48.65,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.01,-0.008274315625040607,48.65,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.005,0.0614218772932332,20.2,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.005,-0.006838488193091102,20.2,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.001,0.034910997749277,3.22,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_extraversion_average_fu2,positive,0.001,-0.0333493677370473,3.22,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.0794328234724281,0.1702009303841002,2535.95,max rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.1,0.1699294909806918,3165.73,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.1,-0.0002714394034084022,3165.73,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.05,0.1698594801772982,1646.5400000000002,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.05,-0.00034145020680198535,1646.5400000000002,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.01,0.1660223289233266,417.62,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.01,-0.00417860146077359,417.62,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.005,0.1639833895938094,243.59,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.005,-0.006217540790290799,243.59,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.001,0.1655825542907065,79.21000000000001,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,all,0.001,-0.004618376093393689,79.21000000000001,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.0794328234724281,0.1637425849171256,1223.14,max rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.1,0.1634793753543109,1535.0,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.1,-0.000263209562814698,1535.0,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.05,0.1626872825420698,784.63,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.05,-0.0010553023750558,784.63,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.01,0.1524036133757744,188.45,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.01,-0.01133897154135119,188.45,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.005,0.144153142760275,106.18,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.005,-0.0195894421568506,106.18,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.001,0.1312590501873852,30.65,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,negative,0.001,-0.03248353472974039,30.65,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.0794328234724281,0.169546631926177,1312.81,max rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.1,0.1692699146701897,1630.73,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.1,-0.0002767172559872966,1630.73,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.05,0.1688285462602734,861.9100000000001,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.05,-0.0007180856659035895,861.9100000000001,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.01,0.1665974823717824,229.17,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.01,-0.002949149554394598,229.17,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.005,0.1646228153764154,137.41,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.005,-0.004923816549761595,137.41,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.001,0.1661333549946462,48.56,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_neuroticism_average_fu2,positive,0.001,-0.00341327693153079,48.56,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.0158489319246111,0.1014379884351322,393.45,max rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.1,0.077382028472457,2885.0,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.1,-0.024055959962675205,2885.0,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.05,0.0884571177518996,1344.31,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.05,-0.012980870683232601,1344.31,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.01,0.1004048571493742,241.86,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.01,-0.0010331312857580072,241.86,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.005,0.0959646142837614,117.5,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.005,-0.005473374151370794,117.5,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.001,0.0640670136864023,22.94,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,all,0.001,-0.0373709747487299,22.94,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.0063095734448019,0.0998907561675832,81.6,max rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.1,0.0798088851154311,1518.1699999999998,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.1,-0.02008187105215209,1518.1699999999998,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.05,0.0861421768694747,711.5600000000001,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.05,-0.013748579298108493,711.5600000000001,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.01,0.099297802432162,129.77,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.01,-0.0005929537354211895,129.77,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.005,0.099678876253295,64.08,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.005,-0.00021187991428819886,64.08,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.001,0.0721029053281276,12.81,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,negative,0.001,-0.02778785083945559,12.81,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.0199526231496887,0.0906300075260862,235.35,max rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.1,0.0643584341370298,1366.83,fixed alpha 0.1
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.1,-0.026271573389056405,1366.83,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.05,0.0789679312998972,632.75,fixed alpha 0.05
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.05,-0.011662076226189005,632.75,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.01,0.0773599512803761,112.09,fixed alpha 0.01
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.01,-0.013270056245710107,112.09,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.005,0.0586707124493652,53.42,fixed alpha 0.005
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.005,-0.031959295076721,53.42,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.001,0.0134588762561888,10.13,fixed alpha 0.001
IMAGEN_mats_mid_fu2_neo_c_openness_average_fu2,positive,0.001,-0.0771711312698974,10.13,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.1584893192461113,0.119831229819524,3529.9800000000005,max rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.1,0.1192419074115141,2045.61,fixed alpha 0.1
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.1,-0.0005893224080099069,2045.61,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.05,0.1165286178582933,932.02,fixed alpha 0.05
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.05,-0.003302611961230703,932.02,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.01,0.1035144414202533,180.72,fixed alpha 0.01
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.01,-0.0163167883992707,180.72,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.005,0.0941507296588507,93.49,fixed alpha 0.005
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.005,-0.025680500160673303,93.49,max rho - alpha = 0.005 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.001,0.0570355645309038,21.7,fixed alpha 0.001
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,all,0.001,-0.06279566528862021,21.7,max rho - alpha = 0.001 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,1.0,0.1182854702115755,18882.11,max rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.1,0.1104867568304,1106.8200000000002,fixed alpha 0.1
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.1,-0.007798713381175493,1106.8200000000002,max rho - alpha = 0.1 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.05,0.1100921250012727,501.9,fixed alpha 0.05
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.05,-0.008193345210302794,501.9,max rho - alpha = 0.05 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.01,0.1018550647291207,96.46,fixed alpha 0.01
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.01,-0.016430405482454793,96.46,max rho - alpha = 0.01 rho
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.005,0.0950743142441537,49.47,fixed alpha 0.005
IMAGEN_mats_mid_fu2_surps_c_anxiety_sensitivity_average_fu2,negative,0.005,-0.023211155967421793,49.47,max rho - alpha = 0.005 rho
