alpha,rho,n_params
1e-06,-0.05290631162971674,0.0
1.2589254117941661e-06,-0.05290631162971674,0.0
1.584893192461111e-06,-0.05290631162971674,0.0
1.9952623149688787e-06,-0.05290631162971674,0.0
2.511886431509577e-06,-0.05290631162971674,0.0
3.162277660168379e-06,-0.05290631162971674,0.0
3.981071705534969e-06,-0.05290631162971674,0.0
5.011872336272715e-06,-0.05211043845088441,0.01
6.30957344480193e-06,-0.04966550941276716,0.030000000000000006
7.943282347242805e-06,-0.049171458340536586,0.04
1e-05,-0.047324975854862714,0.09
1.2589254117941661e-05,-0.04286747970895433,0.13
1.5848931924611107e-05,-0.035722521607245754,0.18
1.9952623149688786e-05,-0.03281706743877848,0.21000000000000002
2.511886431509577e-05,-0.023709580692560114,0.33999999999999997
3.1622776601683795e-05,-0.01655304180960124,0.4
3.9810717055349695e-05,-0.015145186915969642,0.48
5.011872336272725e-05,-0.004018715852400793,0.5900000000000001
6.309573444801929e-05,0.005698052268966919,0.77
7.943282347242806e-05,0.010594531974209963,0.8800000000000001
0.0001,0.02046565835336423,1.1300000000000001
0.0001258925411794166,0.0326214744565572,1.52
0.00015848931924611126,0.03465748072079343,1.7899999999999998
0.00019952623149688788,0.04497592325511106,2.31
0.00025118864315095795,0.05635326236152233,2.9699999999999998
0.00031622776601683794,0.059081980135653266,3.66
0.0003981071705534969,0.07050267649655637,4.45
0.000501187233627272,0.08221659441036117,5.67
0.000630957344480193,0.08152670077168048,7.1
0.0007943282347242813,0.08691629824383248,8.809999999999999
0.001,0.08866833008352507,11.059999999999999
0.0012589254117941662,0.09236015812954461,13.88
0.0015848931924611126,0.09386063240920162,17.14
0.001995262314968879,0.09280812298492211,22.07
0.0025118864315095794,0.08958024030347579,28.04
0.0031622776601683794,0.08705464219989043,35.7
0.003981071705534969,0.08719251058074678,45.510000000000005
0.005,0.08825461992390667,58.489999999999995
0.005011872336272719,0.08833885161550106,58.64
0.00630957344480193,0.08867635978870801,75.13
0.007943282347242814,0.088656116930286,96.53
0.01,0.09041745967335546,123.39000000000001
0.012589254117941668,0.09085180680779241,159.05
0.015848931924611134,0.08850343865759633,204.19
0.01995262314968879,0.08831097286121722,262.86
0.025118864315095794,0.08851862152075624,337.6
0.03162277660168379,0.08810880315259124,432.35
0.03981071705534971,0.08532221120403537,556.35
0.05,0.0839487296750465,714.12
0.05011872336272722,0.08387087019993333,715.83
0.0630957344480193,0.0810422249362535,919.96
0.07943282347242814,0.07999956510735133,1186.81
0.1,0.07786488416683386,1524.25
0.12589254117941673,0.07695227717232091,1959.83
0.15848931924611134,0.07590899759357636,2511.43
0.19952623149688792,0.07480684582619232,3215.9
0.25118864315095796,0.07452659690321463,4111.75
0.31622776601683794,0.07400863687365578,5243.96
0.3981071705534972,0.07233777106630289,6677.280000000001
0.5011872336272722,0.07092990267468108,8486.55
0.6309573444801932,0.06849176390071868,10779.880000000001
0.7943282347242815,0.06501767276973093,13700.34
1.0,0.06080085589453136,17419.04
