alpha,rho,n_params
1e-06,-0.0501966906139949,0.0
1.2589254117941661e-06,-0.0501966906139949,0.0
1.584893192461111e-06,-0.0501966906139949,0.0
1.9952623149688787e-06,-0.05026540915541648,0.01
2.511886431509577e-06,-0.05035782253083587,0.02
3.162277660168379e-06,-0.05035782253083587,0.02
3.981071705534969e-06,-0.05035782253083587,0.02
5.011872336272715e-06,-0.05035782253083587,0.02
6.30957344480193e-06,-0.05035782253083587,0.02
7.943282347242805e-06,-0.05035782253083587,0.02
1e-05,-0.048358695303741706,0.030000000000000006
1.2589254117941661e-05,-0.0472682801369905,0.04
1.5848931924611107e-05,-0.04547975162749494,0.05
1.9952623149688786e-05,-0.042892478623142084,0.07
2.511886431509577e-05,-0.0384149864153062,0.11000000000000001
3.1622776601683795e-05,-0.03663454457149162,0.16
3.9810717055349695e-05,-0.0294353963788613,0.24
5.011872336272725e-05,-0.024369680168786843,0.32
6.309573444801929e-05,-0.015167828949674394,0.44000000000000006
7.943282347242806e-05,-0.002983384804687617,0.5700000000000001
0.0001,0.0057334118802529945,0.79
0.0001258925411794166,0.01798636298193967,1.08
0.00015848931924611126,0.02087042075076573,1.3599999999999999
0.00019952623149688788,0.027960620856637825,1.8800000000000001
0.00025118864315095795,0.035085678750624794,2.41
0.00031622776601683794,0.045801567552101755,3.13
0.0003981071705534969,0.055088209881123416,4.08
0.000501187233627272,0.061956195978447315,5.4
0.000630957344480193,0.06793819245057636,7.18
0.0007943282347242813,0.07662790356008431,9.32
0.001,0.07850391348198796,12.370000000000001
0.0012589254117941662,0.0897233054536232,16.14
0.0015848931924611126,0.09640473959238355,21.19
0.001995262314968879,0.10068441512718729,27.47
0.0025118864315095794,0.10060437345901847,36.1
0.0031622776601683794,0.10329287895569614,46.519999999999996
0.003981071705534969,0.09978838678051469,59.67
0.005,0.09813287388164654,76.86999999999999
0.005011872336272719,0.09825659117959328,77.11
0.00630957344480193,0.0981324653483406,99.92999999999999
0.007943282347242814,0.09612026755545358,130.17000000000002
0.01,0.09453291444280651,169.1
0.012589254117941668,0.0947079316745545,219.21999999999997
0.015848931924611134,0.09609430860293958,284.44
0.01995262314968879,0.09823385964589533,367.99
0.025118864315095794,0.09814741848835215,472.87
0.03162277660168379,0.09951446622706742,605.8
0.03981071705534971,0.10149690325426382,775.27
0.05,0.10107252022312316,984.3799999999999
0.05011872336272722,0.10112701226921869,986.74
0.0630957344480193,0.10114466613175961,1255.9299999999998
0.07943282347242814,0.10011280960679629,1594.59
0.1,0.09715510468987454,2019.3700000000001
0.12589254117941673,0.09404937404498674,2557.84
0.15848931924611134,0.09071226176038172,3229.4700000000003
0.19952623149688792,0.08762285457328664,4072.25
0.25118864315095796,0.08434445343002332,5117.6900000000005
0.31622776601683794,0.08078009972506095,6408.719999999999
0.3981071705534972,0.07856323254481337,7990.5199999999995
0.5011872336272722,0.07471890610049209,9932.810000000001
0.6309573444801932,0.07236415438655071,12294.11
0.7943282347242815,0.06984732388889349,15182.87
1.0,0.06735081824178131,18718.32
